3 9 14 23 26 34 36 39 40 52 55 59 63 67 76 85 86 90 93 99 108 114
4 9 15 23 27 34 36 39 41 52 55 59 63 67 76 85 86 90 93 99 108 115
3 9 16 24 28 34 37 39 40 53 54 59 63 67 76 85 86 90 94 99 109 114
3 10 14 23 26 34 36 39 41 52 55 59 63 67 76 85 86 90 93 98 108 114
4 9 15 23 26 34 36 39 42 52 55 59 63 67 76 85 86 90 93 98 108 115
4 10 15 23 27 34 36 39 41 52 55 59 63 67 76 85 86 90 93 99 107 115
4 9 14 23 26 34 36 39 42 52 55 59 63 67 76 85 86 90 93 98 107 115
3 10 14 23 27 34 36 39 42 52 55 59 63 67 76 85 86 90 93 99 108 114
3 10 14 23 26 34 36 39 41 52 55 59 63 67 76 85 86 90 93 98 107 115
4 9 14 23 26 34 36 39 44 52 55 59 63 67 76 85 86 90 93 99 107 114
3 11 13 24 28 34 37 39 41 53 54 59 64 67 76 85 86 90 94 98 109 114
5 11 16 24 28 34 36 38 40 52 54 59 63 67 76 85 86 90 93 99 111 113
6 11 15 24 28 34 37 39 40 53 54 59 63 67 76 85 86 90 94 99 109 114
4 9 14 23 26 34 36 39 40 52 55 59 63 67 76 85 86 90 93 99 107 115
4 10 14 23 27 34 36 39 40 52 55 59 63 67 76 85 86 90 93 99 107 115
4 10 15 23 26 34 36 39 44 52 55 59 63 67 76 85 86 90 93 99 108 115
4 9 15 23 27 34 36 39 42 52 55 59 63 67 76 85 86 90 93 98 107 115
3 10 14 23 26 34 36 39 41 52 55 59 63 67 76 85 86 90 93 99 108 115
3 10 15 23 27 34 36 39 44 52 55 59 63 67 76 85 86 90 93 99 108 115
6 11 13 24 28 34 36 38 40 52 54 59 63 67 76 85 86 90 93 98 111 113
3 9 14 23 26 34 37 38 41 53 56 59 63 67 76 85 86 90 93 99 110 116
4 9 14 23 27 34 36 39 42 52 55 59 63 67 76 85 86 90 93 99 108 115
3 10 14 23 27 34 36 39 41 52 55 59 63 67 76 85 86 90 93 99 108 115
3 10 13 23 27 34 36 39 43 52 57 59 65 67 76 85 86 90 93 99 111 117
4 10 14 23 27 34 36 39 41 52 55 59 63 67 76 85 86 90 93 99 107 115
3 11 14 23 27 34 37 38 44 53 56 59 63 67 76 85 86 90 93 99 110 116
5 11 16 24 28 34 36 38 40 52 54 59 63 67 76 85 86 90 93 98 110 113
3 11 14 23 26 34 37 38 43 53 56 59 63 67 76 85 86 90 93 99 110 116
4 9 14 23 27 34 36 39 40 52 55 59 63 67 76 85 86 90 93 98 107 115
4 10 14 23 26 34 36 39 41 52 55 59 63 67 76 85 86 90 93 99 107 114
3 10 14 23 27 34 36 39 41 52 57 59 65 67 76 85 86 90 93 98 111 117
3 11 13 24 28 34 36 38 42 52 54 59 63 67 76 85 86 90 93 98 111 113
3 9 14 23 26 34 36 39 44 52 55 59 63 67 76 85 86 90 93 98 108 115
3 10 15 23 26 34 36 39 41 52 55 59 63 67 76 85 86 90 93 99 108 114
3 10 14 23 27 34 36 39 40 52 55 59 63 67 76 85 86 90 93 98 107 115
3 9 15 23 27 34 36 39 44 52 55 59 63 67 76 85 86 90 93 99 108 115
3 10 14 23 27 34 36 39 41 52 57 59 65 67 76 85 86 90 93 99 107 117
6 10 14 23 27 34 36 39 44 52 57 59 65 67 76 85 86 90 93 98 107 117
3 10 13 23 26 34 36 39 44 52 57 59 65 67 76 85 86 90 93 98 107 114
3 9 15 23 27 34 36 39 40 52 55 59 63 67 76 85 86 90 93 98 107 114
4 9 15 23 27 34 36 39 40 52 55 59 63 67 76 85 86 90 93 99 108 115
4 10 14 23 26 34 36 39 44 52 55 59 63 67 76 85 86 90 93 98 107 115
6 11 16 24 28 34 37 39 41 53 54 59 63 67 76 85 86 90 94 99 109 114
4 9 15 23 26 34 36 39 44 52 55 59 63 67 76 85 86 90 93 99 108 114
3 9 14 23 27 34 36 39 40 52 55 59 63 67 76 85 86 90 93 98 108 114
3 10 13 23 26 34 36 39 43 52 57 59 65 67 76 85 86 90 93 98 111 117
5 11 16 24 28 34 36 38 40 52 54 59 63 67 76 85 86 90 93 99 110 113
4 10 14 23 26 34 36 39 40 52 55 59 63 67 76 85 86 90 93 99 107 115
4 9 14 23 27 34 36 39 42 52 55 59 63 67 76 85 86 90 93 99 107 115
4 10 14 23 27 34 36 39 42 52 55 59 63 67 76 85 86 90 93 99 108 115
4 10 15 23 27 34 36 39 41 52 55 59 63 67 76 85 86 90 93 99 107 114
6 9 13 24 28 34 37 39 40 53 54 59 63 67 76 85 86 90 94 98 109 114
3 9 15 23 27 34 36 39 41 52 55 59 63 67 76 85 86 90 93 98 107 114
6 10 14 23 26 34 36 39 44 52 57 59 65 67 76 85 86 90 93 99 107 114
3 10 14 23 26 34 36 39 44 52 55 59 63 67 76 85 86 90 93 98 108 114
3 11 16 24 28 34 36 38 43 52 54 59 63 67 76 85 86 90 93 99 110 113
6 11 14 23 27 34 37 38 43 53 56 59 63 67 76 85 86 90 93 99 110 116
4 10 15 23 27 34 36 39 42 52 55 59 63 67 76 85 86 90 93 99 107 115
6 11 14 23 27 34 37 38 44 53 56 59 63 67 76 85 86 90 93 99 110 116
3 10 13 23 26 34 36 39 43 52 57 59 65 67 76 85 86 90 93 98 107 117
4 9 14 23 26 34 36 39 40 52 55 59 63 67 76 85 86 90 93 98 107 114
6 9 14 23 27 34 37 38 43 53 56 59 63 67 76 85 86 90 93 99 110 116
3 9 15 23 27 34 37 38 41 53 56 59 63 67 76 85 86 90 93 100 110 116
6 10 13 23 27 34 36 39 43 52 57 59 65 67 76 85 86 90 93 99 111 117
6 10 13 23 26 34 36 39 41 52 57 59 65 67 76 85 86 90 93 99 111 114
3 9 13 24 28 34 37 39 40 53 54 60 63 67 76 85 86 90 94 99 107 114
6 11 16 24 28 34 36 38 41 52 54 59 63 67 76 85 86 90 93 99 111 113
3 11 16 24 28 34 37 39 41 53 54 59 63 67 76 85 86 90 94 99 107 114
3 10 14 23 27 34 36 39 44 52 57 59 65 67 76 85 86 90 93 98 107 114
3 9 13 24 28 34 37 39 40 53 54 59 63 67 76 85 86 90 94 98 107 114
4 9 15 23 26 34 36 39 44 52 55 59 63 67 76 85 86 90 93 98 107 114
3 9 15 23 27 34 36 39 41 52 55 59 63 67 76 85 86 90 93 99 107 114
6 10 13 23 27 34 36 39 44 52 57 59 65 67 76 85 86 90 93 98 111 114
5 11 13 24 28 34 36 38 41 52 54 59 63 67 76 85 86 90 93 99 110 113
3 11 13 24 28 34 36 38 41 52 54 59 63 67 76 85 86 90 93 99 111 113
4 9 15 23 27 34 36 39 40 52 55 59 63 67 76 85 86 90 93 98 107 114
3 10 14 23 26 34 36 39 42 52 55 59 63 67 76 85 86 90 93 98 107 114
3 10 14 23 27 34 36 39 42 52 55 59 63 67 76 85 86 90 93 98 108 115
3 9 13 24 28 34 37 39 41 53 54 59 63 67 76 85 86 90 94 99 109 114
3 9 15 23 26 34 36 39 42 52 55 59 63 67 76 85 86 90 93 99 107 114
6 10 13 23 27 34 36 39 43 52 57 59 65 67 76 85 86 90 93 99 107 114
3 9 14 23 26 34 36 39 41 52 55 59 63 67 76 85 86 90 93 98 108 114
4 9 15 23 26 34 36 39 42 52 55 59 63 67 76 85 86 90 93 99 107 114
3 10 15 23 26 34 36 39 42 52 55 59 63 67 76 85 86 90 93 98 107 114
3 11 13 24 28 34 37 39 43 53 54 60 63 67 76 85 86 90 94 98 107 114
4 9 14 23 27 34 36 39 41 52 55 59 63 67 76 85 86 90 93 98 108 114
6 10 14 23 27 34 36 39 44 52 57 59 65 67 76 85 86 90 93 99 107 114
3 10 14 23 26 34 36 39 41 52 57 59 65 67 76 85 86 90 93 98 111 117
4 10 15 23 27 34 36 39 42 52 55 59 63 67 76 85 86 90 93 99 108 114
3 10 14 23 26 34 36 39 41 52 55 59 63 67 76 85 86 90 93 98 108 115
3 10 14 23 26 34 36 39 44 52 57 59 65 67 76 85 86 90 93 99 111 114
4 10 15 23 27 34 36 39 41 52 55 59 63 67 76 85 86 90 93 98 107 115
4 10 15 23 26 34 36 39 42 52 55 59 63 67 76 85 86 90 93 99 107 115
3 9 14 23 26 34 36 39 40 52 55 59 63 67 76 85 86 90 93 98 108 115
3 9 14 23 27 34 36 39 44 52 55 59 63 67 76 85 86 90 93 98 108 114
5 11 16 24 28 34 36 38 42 52 54 59 63 67 76 85 86 90 93 98 111 113
3 11 15 23 26 34 37 38 44 53 56 59 63 67 76 85 86 90 93 100 110 116
3 9 14 23 26 34 36 39 41 52 55 59 63 67 76 85 86 90 93 98 108 115
3 10 14 23 27 34 36 39 43 52 57 59 65 67 76 85 86 90 93 99 107 114
5 11 16 24 28 34 36 38 43 52 54 59 63 67 76 85 86 90 93 99 111 113
